Skills,HTML,Wireframing and Prototyping,MongoDB,Build Automation,Kubernetes,Hardware/Software Integration,Data Visualization,DevOps,User Research,Microsoft SQL Server,System Architecture Design,Azure,Virtualization VMware,Risk Management,Data Mining,Usability Testing,Security Best Practices,Cloud Architecture,Selenium,CoAP,Firewall Configuration,Cloud Native Application Development,IoT,Routing and Switching,PyTorch,Incident Response,SVN,Docker,UX Design,Git,Scalability and Performance Optimization,TCP/IP,Technical Documentation,scikit-learn,Vue.js,TensorFlow,Cassandra,ETL,Responsive Design,SQL,Performance Testing,Data Warehousing,GCP,Hadoop,Project Planning,UX/UI Design and Prototyping,MySQL,RDBMS,Computer Vision,Data Manipulation and Cleaning,Data Manipulation,UI Design,Data Modeling,Oracle,Virtualization Hyper-V,Security Auditing,Adobe XD,Cross Browser Compatibility,User Centric Design,Scrum,IT Support,Cryptocurrency development,Active Directory,Web Accessibility,System Administration,JUnit,Budgeting,Disaster Recovery Planning,Manual Testing,RESTful Architecture,Troubleshooting,React,Server Administration,Network Security,Malware Analysis,Django,Natural Language Processing,Continuous Integration/Continuous Deployment,Test-Driven Development (TDD),GraphQL,Web Development,Wireless Networking,PostgreSQL,Big Data Technologies,Android Mobile App Development,Flask,REST,Smart contracts,Integration Testing and System Testing,iOS Mobile App Development,JavaScript,AI,Machine Learning,Network Monitoring,Matplotlib,Embedded Systems,Spark,Penetration Testing,Software Design Patterns,Node.js,Sensor Integration,Kanban,VoIP (Voice over Internet Protocol),Agile Methodologies,CSS,Blockchain security,Cryptography,Flutter,Sketch,Backup and Recovery,Quality Assurance,Ethical Hacking,NoSQL,React Native,Pandas,Real-Time Systems,AWS,Angular,Responsive Web Design,Data Engineering,VPN,pytest,Memory Management and Performance Profiling,Intrusion Detection,MQTT
Modules: Spring,0.14,0.2,0.0,0.11,0.0,0.13,0.18,0.0,0.04,0.0,0.03,0.18,0.0,0.04,0.08,0.07,0.07,0.0,0.0,0.09,0.0,0.04,0.0,0.26,0.0,0.03,0.0,0.0,0.07,0.02,0.16,0.03,0.15,0.07,0.0,0.07,0.0,0.01,0.2,0.01,0.12,0.01,0.01,0.0,0.06,0.14,0.0,0.0,0.0,0.12,0.05,0.07,0.08,0.0,0.0,0.02,0.08,0.02,0.05,0.0,0.04,0.02,0.0,0.19,0.02,0.01,0.01,0.0,0.07,0.04,0.11,0.13,0.03,0.07,0.04,0.0,0.08,0.24,0.11,0.11,0.12,0.01,0.0,0.0,0.14,0.0,0.81,0.14,0.03,0.16,0.19,0.01,0.28,0.06,0.0,0.08,0.01,0.05,0.07,0.03,0.01,0.0,0.01,0.06,0.13,0.01,0.01,0.03,0.03,0.2,0.05,0.01,0.01,0.06,0.0,0.01,0.0,0.08,0.16,0.07,0.04,0.24,0.02,0.02,0.03
Modules: WS Consumer,0.11,0.42,0.0,0.11,0.0,0.32,0.2,0.01,0.01,0.0,0.07,0.04,0.0,0.08,0.01,0.18,0.13,0.0,0.01,0.03,0.02,0.06,0.01,0.41,0.0,0.22,0.0,0.0,0.0,0.01,0.26,0.01,0.32,0.0,0.0,0.0,0.01,0.02,0.22,0.01,0.27,0.01,0.01,0.0,0.02,0.09,0.0,0.0,0.0,0.18,0.15,0.0,0.03,0.0,0.0,0.02,0.01,0.02,0.06,0.0,0.02,0.04,0.0,0.37,0.01,0.0,0.03,0.01,0.18,0.1,0.28,0.02,0.0,0.11,0.11,0.0,0.03,0.31,0.2,0.09,0.14,0.25,0.0,0.0,0.03,0.0,0.0,0.29,0.18,0.01,0.25,0.0,0.12,0.09,0.0,0.19,0.01,0.09,0.11,0.02,0.01,0.01,0.02,0.13,0.01,0.03,0.01,0.03,0.01,0.38,0.06,0.02,0.01,0.01,0.0,0.03,0.0,0.13,0.48,0.01,0.01,0.23,0.0,0.02,0.0
Modules: XA Transactions,0.08,0.09,0.0,0.2,0.0,0.12,0.1,0.01,0.01,0.0,0.02,0.23,0.0,0.02,0.02,0.03,0.12,0.0,0.01,0.07,0.0,0.06,0.0,0.14,0.0,0.02,0.01,0.0,0.0,0.03,0.12,0.0,0.13,0.06,0.0,0.01,0.01,0.02,0.15,0.0,0.08,0.0,0.01,0.0,0.01,0.02,0.0,0.0,0.0,0.06,0.05,0.0,0.03,0.01,0.0,0.01,0.14,0.02,0.02,0.0,0.03,0.17,0.0,0.11,0.03,0.0,0.0,0.0,0.01,0.03,0.09,0.02,0.01,0.15,0.0,0.0,0.02,0.05,0.03,0.03,0.03,0.03,0.0,0.0,0.12,0.0,0.0,0.15,0.03,0.07,0.22,0.04,0.21,0.05,0.0,0.14,0.01,0.01,0.04,0.04,0.0,0.01,0.0,0.03,0.03,0.1,0.07,0.02,0.01,0.1,0.05,0.01,0.01,0.04,0.0,0.03,0.0,0.16,0.03,0.04,0.02,0.28,0.0,0.01,0.07
"Modules: XML, XSLT, XPath, SXC",0.0,0.08,0.0,0.17,0.0,0.06,0.2,0.08,0.08,0.0,0.03,0.05,0.0,0.04,0.1,0.13,0.11,0.03,0.0,0.03,0.0,0.06,0.0,0.12,0.0,0.05,0.01,0.0,0.05,0.01,0.11,0.0,0.3,0.07,0.0,0.0,0.03,0.01,0.18,0.0,0.09,0.09,0.01,0.0,0.08,0.02,0.0,0.0,0.0,0.16,0.16,0.0,0.13,0.02,0.0,0.04,0.06,0.03,0.05,0.0,0.11,0.0,0.0,0.21,0.06,0.0,0.0,0.03,0.03,0.05,0.11,0.01,0.05,0.08,0.01,0.0,0.1,0.13,0.09,0.0,0.12,0.01,0.0,0.0,0.02,0.01,0.01,0.01,0.03,0.02,0.0,0.01,0.02,0.03,0.0,0.1,0.02,0.04,0.13,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.02,0.0,0.12,0.09,0.03,0.0,0.01,0.0,0.05,0.01,0.02,0.16,0.19,0.0,0.17,0.0,0.04,0.0
Modules: iBeans,0.03,0.19,0.0,0.31,0.0,0.3,0.15,0.02,0.04,0.0,0.03,0.02,0.0,0.06,0.08,0.11,0.12,0.0,0.01,0.01,0.0,0.17,0.0,0.3,0.0,0.07,0.0,0.0,0.03,0.0,0.27,0.0,0.13,0.0,0.0,0.0,0.0,0.0,0.23,0.0,0.18,0.0,0.0,0.0,0.07,0.11,0.0,0.0,0.0,0.2,0.1,0.01,0.05,0.0,0.0,0.03,0.01,0.1,0.06,0.0,0.11,0.03,0.0,0.13,0.06,0.0,0.01,0.03,0.04,0.03,0.17,0.01,0.1,0.15,0.09,0.0,0.01,0.4,0.1,0.0,0.08,0.18,0.0,0.01,0.04,0.0,0.0,0.07,0.11,0.2,0.19,0.01,0.18,0.13,0.0,0.32,0.0,0.05,0.08,0.0,0.03,0.01,0.01,0.07,0.0,0.01,0.01,0.0,0.0,0.32,0.07,0.02,0.01,0.02,0.0,0.02,0.0,0.03,0.12,0.07,0.01,0.13,0.03,0.03,0.0
Moniker,0.39,0.35,0.02,0.34,0.0,0.55,0.38,0.01,0.2,0.01,0.12,0.09,0.01,0.16,0.36,0.23,0.26,0.01,0.0,0.04,0.07,0.49,0.02,0.45,0.0,0.14,0.02,0.0,0.07,0.03,0.4,0.23,0.21,0.11,0.02,0.45,0.0,0.03,0.44,0.01,0.3,0.07,0.01,0.0,0.15,0.3,0.0,0.01,0.35,0.31,0.18,0.15,0.25,0.0,0.01,0.14,0.02,0.28,0.04,0.0,0.09,0.44,0.0,0.3,0.14,0.02,0.03,0.12,0.17,0.1,0.45,0.42,0.21,0.46,0.31,0.0,0.4,0.45,0.25,0.12,0.35,0.16,0.0,0.5,0.57,0.02,0.01,0.59,0.14,0.6,0.49,0.12,0.72,0.42,0.0,0.23,0.04,0.16,0.19,0.28,0.31,0.1,0.41,0.06,0.19,0.46,0.32,0.03,0.05,0.45,0.18,0.05,0.03,0.15,0.0,0.22,0.04,0.24,0.43,0.31,0.14,0.53,0.07,0.06,0.13
Monitoring,0.41,0.0,0.06,0.02,0.13,0.13,0.0,0.03,0.01,0.0,0.0,0.53,0.0,0.09,0.0,0.0,0.34,0.02,0.14,0.73,0.03,0.05,0.42,0.03,0.04,0.14,0.24,0.01,0.0,0.27,0.01,0.28,0.17,0.1,0.07,0.44,0.38,0.58,0.06,0.02,0.0,0.0,0.42,0.01,0.0,0.0,0.01,0.71,0.0,0.01,0.0,0.05,0.0,0.15,0.0,0.06,0.37,0.03,0.02,0.0,0.09,0.01,0.01,0.0,0.02,0.44,0.0,0.0,0.11,0.01,0.25,0.18,0.0,0.08,0.0,0.01,0.0,0.0,0.0,0.14,0.0,0.0,0.01,0.06,0.02,0.39,0.01,0.06,0.0,0.04,0.55,0.18,0.21,0.96,0.0,0.4,0.26,0.0,0.01,0.42,0.68,0.07,0.0,0.08,0.35,0.09,0.0,0.15,0.04,0.47,0.04,0.0,0.01,0.22,0.09,0.4,0.39,0.58,0.0,0.0,0.1,0.62,0.01,0.09,0.84
MoodleNet,0.32,0.33,0.0,0.33,0.0,0.46,0.37,0.09,0.23,0.0,0.17,0.01,0.0,0.22,0.29,0.35,0.23,0.35,0.0,0.04,0.2,0.46,0.15,0.55,0.0,0.21,0.01,0.0,0.21,0.0,0.47,0.32,0.2,0.0,0.01,0.02,0.01,0.01,0.47,0.0,0.42,0.21,0.01,0.0,0.14,0.28,0.0,0.0,0.39,0.23,0.17,0.16,0.3,0.0,0.0,0.21,0.0,0.37,0.41,0.0,0.26,0.23,0.0,0.38,0.17,0.0,0.03,0.09,0.13,0.03,0.43,0.01,0.31,0.3,0.23,0.0,0.47,0.54,0.34,0.0,0.39,0.47,0.0,0.4,0.5,0.01,0.0,0.43,0.3,0.48,0.28,0.51,0.63,0.37,0.0,0.39,0.01,0.19,0.26,0.08,0.39,0.0,0.42,0.1,0.16,0.14,0.07,0.07,0.01,0.54,0.33,0.13,0.33,0.0,0.0,0.22,0.0,0.17,0.54,0.27,0.11,0.27,0.21,0.25,0.51
Mule CI,0.11,0.29,0.0,0.17,0.0,0.33,0.26,0.01,0.16,0.0,0.16,0.01,0.0,0.12,0.13,0.18,0.16,0.03,0.0,0.03,0.0,0.33,0.0,0.39,0.0,0.03,0.0,0.0,0.05,0.0,0.3,0.02,0.21,0.01,0.0,0.0,0.0,0.0,0.33,0.0,0.26,0.05,0.0,0.0,0.13,0.22,0.0,0.0,0.1,0.12,0.07,0.07,0.2,0.0,0.0,0.05,0.0,0.12,0.04,0.0,0.26,0.3,0.0,0.18,0.11,0.01,0.06,0.1,0.13,0.13,0.28,0.05,0.29,0.35,0.27,0.0,0.13,0.28,0.08,0.03,0.16,0.5,0.0,0.3,0.37,0.0,0.0,0.3,0.06,0.29,0.21,0.01,0.42,0.35,0.0,0.3,0.0,0.11,0.13,0.01,0.19,0.01,0.14,0.06,0.02,0.23,0.12,0.04,0.02,0.38,0.08,0.01,0.0,0.01,0.0,0.15,0.0,0.05,0.25,0.08,0.01,0.24,0.06,0.04,0.01
Mule Core,0.18,0.22,0.0,0.17,0.0,0.39,0.21,0.02,0.09,0.0,0.11,0.0,0.0,0.08,0.05,0.16,0.14,0.0,0.0,0.02,0.0,0.09,0.0,0.23,0.0,0.04,0.0,0.0,0.11,0.0,0.32,0.08,0.18,0.0,0.0,0.01,0.0,0.01,0.29,0.01,0.24,0.0,0.0,0.0,0.06,0.25,0.0,0.0,0.0,0.01,0.02,0.19,0.08,0.0,0.0,0.02,0.0,0.06,0.03,0.01,0.1,0.35,0.0,0.08,0.04,0.02,0.03,0.04,0.12,0.17,0.19,0.0,0.01,0.22,0.28,0.0,0.05,0.33,0.2,0.08,0.14,0.09,0.0,0.14,0.34,0.0,0.01,0.22,0.03,0.31,0.32,0.01,0.43,0.07,0.0,0.18,0.0,0.07,0.17,0.0,0.08,0.0,0.08,0.06,0.16,0.31,0.18,0.0,0.0,0.22,0.13,0.01,0.03,0.0,0.0,0.04,0.0,0.02,0.18,0.05,0.04,0.3,0.03,0.03,0.04
Mule Runtime,0.08,0.15,0.0,0.12,0.0,0.35,0.01,0.0,0.01,0.0,0.04,0.0,0.0,0.05,0.0,0.14,0.1,0.0,0.0,0.02,0.0,0.06,0.0,0.23,0.0,0.03,0.0,0.0,0.0,0.0,0.33,0.01,0.14,0.0,0.0,0.0,0.0,0.01,0.17,0.0,0.18,0.0,0.0,0.0,0.01,0.03,0.0,0.0,0.0,0.04,0.04,0.0,0.0,0.0,0.0,0.01,0.0,0.04,0.03,0.0,0.15,0.07,0.0,0.03,0.01,0.0,0.0,0.0,0.05,0.03,0.23,0.01,0.0,0.15,0.4,0.0,0.0,0.31,0.13,0.0,0.01,0.01,0.0,0.0,0.18,0.0,0.0,0.02,0.01,0.07,0.04,0.01,0.07,0.03,0.0,0.17,0.0,0.02,0.06,0.0,0.0,0.0,0.0,0.02,0.0,0.03,0.07,0.01,0.0,0.18,0.01,0.0,0.0,0.01,0.0,0.03,0.0,0.01,0.0,0.01,0.0,0.15,0.01,0.01,0.18
Multi-Select,0.4,0.18,0.08,0.44,0.04,0.27,0.41,0.22,0.26,0.2,0.18,0.61,0.19,0.32,0.17,0.29,0.45,0.04,0.04,0.45,0.03,0.3,0.02,0.32,0.02,0.09,0.1,0.02,0.33,0.13,0.31,0.02,0.49,0.28,0.08,0.42,0.43,0.08,0.15,0.03,0.45,0.06,0.12,0.03,0.37,0.29,0.02,0.04,0.25,0.37,0.39,0.5,0.21,0.1,0.0,0.28,0.22,0.04,0.11,0.01,0.45,0.34,0.01,0.31,0.22,0.04,0.03,0.31,0.01,0.01,0.32,0.02,0.17,0.44,0.28,0.04,0.14,0.01,0.01,0.07,0.28,0.05,0.02,0.28,0.39,0.07,0.0,0.62,0.06,0.41,0.59,0.52,0.72,0.26,0.0,0.24,0.04,0.08,0.3,0.42,0.09,0.05,0.02,0.17,0.46,0.35,0.21,0.02,0.02,0.36,0.4,0.05,0.01,0.03,0.75,0.23,0.49,0.04,0.33,0.48,0.35,0.2,0.07,0.04,0.38
NPM,0.05,0.44,0.0,0.35,0.0,0.33,0.41,0.08,0.26,0.0,0.25,0.11,0.0,0.3,0.43,0.38,0.35,0.06,0.0,0.02,0.25,0.48,0.0,0.55,0.0,0.37,0.0,0.0,0.06,0.02,0.46,0.0,0.29,0.01,0.0,0.0,0.02,0.0,0.47,0.0,0.5,0.35,0.0,0.0,0.56,0.25,0.0,0.0,0.45,0.41,0.31,0.07,0.46,0.0,0.0,0.39,0.0,0.23,0.34,0.01,0.33,0.22,0.0,0.33,0.33,0.0,0.13,0.17,0.39,0.21,0.44,0.18,0.41,0.42,0.33,0.0,0.87,0.44,0.28,0.02,0.27,0.59,0.0,0.4,0.08,0.16,0.0,0.46,0.31,0.02,0.27,0.0,0.49,0.75,0.0,0.38,0.08,0.52,0.24,0.87,0.43,0.02,0.18,0.2,0.0,0.04,0.29,0.36,0.19,0.56,0.49,0.11,0.07,0.58,0.17,0.39,0.0,0.5,0.38,0.36,0.43,0.17,0.12,0.44,0.0
Native - Android,0.0,0.06,0.0,0.0,0.0,0.04,0.09,0.0,0.08,0.0,0.01,0.0,0.0,0.03,0.02,0.12,0.03,0.0,0.0,0.04,0.0,0.0,0.0,0.05,0.0,0.1,0.11,0.0,0.0,0.0,0.07,0.0,0.06,0.0,0.0,0.0,0.01,0.0,0.1,0.0,0.2,0.02,0.01,0.0,0.03,0.03,0.0,0.0,0.0,0.01,0.0,0.02,0.03,0.0,0.0,0.02,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.01,0.01,0.08,0.0,0.18,0.0,0.0,0.0,0.02,0.0,0.0,0.03,0.02,0.0,0.0,0.0,0.0,0.0,0.47,0.01,0.02,0.0,0.01,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.06,0.01,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.09,0.04,0.0,0.0,0.12,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.21,0.05,0.03,0.0
Native - iOS,0.0,0.1,0.0,0.0,0.0,0.06,0.11,0.0,0.08,0.0,0.01,0.0,0.0,0.06,0.04,0.13,0.05,0.0,0.0,0.02,0.01,0.0,0.0,0.1,0.0,0.14,0.1,0.0,0.01,0.0,0.08,0.0,0.06,0.0,0.0,0.0,0.02,0.0,0.15,0.0,0.19,0.03,0.01,0.0,0.05,0.03,0.0,0.0,0.0,0.01,0.01,0.03,0.05,0.0,0.0,0.04,0.0,0.0,0.11,0.0,0.03,0.0,0.0,0.0,0.02,0.0,0.02,0.02,0.11,0.0,0.2,0.01,0.0,0.01,0.01,0.0,0.0,0.04,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.01,0.01,0.84,0.0,0.0,0.0,0.02,0.0,0.0,0.02,0.09,0.02,0.0,0.03,0.0,0.0,0.01,0.0,0.01,0.0,0.01,0.04,0.14,0.08,0.01,0.0,0.11,0.02,0.0,0.0,0.0,0.0,0.02,0.0,0.18,0.04,0.06,0.0
Native - macOS,0.03,0.14,0.0,0.0,0.0,0.06,0.16,0.0,0.1,0.0,0.01,0.0,0.0,0.07,0.06,0.14,0.05,0.0,0.0,0.05,0.03,0.02,0.0,0.17,0.0,0.19,0.11,0.0,0.0,0.0,0.13,0.0,0.09,0.0,0.0,0.0,0.02,0.0,0.2,0.0,0.23,0.05,0.0,0.0,0.08,0.04,0.0,0.0,0.0,0.04,0.01,0.06,0.07,0.0,0.0,0.06,0.0,0.0,0.15,0.0,0.05,0.0,0.0,0.0,0.04,0.0,0.03,0.05,0.12,0.0,0.21,0.0,0.03,0.01,0.01,0.0,0.01,0.07,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.01,0.02,0.01,0.0,0.0,0.0,0.0,0.04,0.01,0.0,0.09,0.1,0.04,0.0,0.03,0.0,0.0,0.01,0.0,0.0,0.01,0.03,0.03,0.23,0.09,0.02,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.2,0.06,0.13,0.0
Navigation,0.6,0.04,0.01,0.01,0.03,0.08,0.0,0.0,0.0,0.0,0.01,0.13,0.0,0.0,0.0,0.23,0.01,0.0,0.01,0.29,0.0,0.09,0.0,0.4,0.0,0.0,0.85,0.0,0.03,0.1,0.06,0.01,0.05,0.06,0.24,0.44,0.02,0.42,0.09,0.01,0.01,0.0,0.14,0.0,0.0,0.27,0.0,0.02,0.0,0.0,0.0,0.41,0.0,0.0,0.0,0.0,0.41,0.19,0.22,0.0,0.0,0.0,0.0,0.42,0.01,0.13,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.02,0.07,0.0,0.0,0.0,0.0,0.22,0.01,0.0,0.12,0.01,0.22,0.19,0.01,0.28,0.0,0.01,0.23,0.01,0.0,0.11,0.48,0.01,0.07,0.0,0.03,0.46,0.02,0.0,0.03,0.0,0.01,0.0,0.0,0.01,0.84,0.0,0.18,0.06,0.34,0.28,0.0,0.1,0.31,0.0,0.0,0.31
Navigation - Dashboard,0.54,0.07,0.08,0.05,0.06,0.16,0.06,0.01,0.01,0.01,0.01,0.4,0.01,0.0,0.0,0.34,0.0,0.0,0.09,0.16,0.0,0.13,0.0,0.08,0.01,0.0,0.53,0.0,0.34,0.1,0.03,0.0,0.01,0.01,0.28,0.13,0.13,0.13,0.34,0.03,0.0,0.0,0.14,0.01,0.0,0.36,0.02,0.02,0.0,0.0,0.0,0.38,0.0,0.11,0.0,0.0,0.55,0.09,0.37,0.0,0.0,0.0,0.0,0.26,0.01,0.05,0.0,0.0,0.01,0.02,0.0,0.01,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.01,0.06,0.0,0.01,0.0,0.27,0.03,0.0,0.01,0.0,0.28,0.35,0.06,0.13,0.0,0.01,0.26,0.03,0.0,0.22,0.31,0.0,0.05,0.0,0.01,0.5,0.0,0.0,0.05,0.02,0.01,0.0,0.0,0.03,0.24,0.01,0.09,0.23,0.4,0.4,0.0,0.01,0.28,0.0,0.0,0.1
Navigation - Export,0.32,0.01,0.1,0.0,0.03,0.01,0.03,0.03,0.0,0.06,0.01,0.15,0.01,0.0,0.0,0.12,0.01,0.0,0.02,0.33,0.0,0.05,0.0,0.24,0.01,0.0,0.28,0.01,0.08,0.06,0.06,0.03,0.06,0.03,0.14,0.23,0.08,0.83,0.06,0.07,0.03,0.0,0.08,0.03,0.0,0.13,0.01,0.03,0.01,0.0,0.0,0.25,0.0,0.06,0.0,0.0,0.37,0.14,0.04,0.0,0.01,0.0,0.0,0.13,0.01,0.08,0.0,0.0,0.01,0.0,0.02,0.0,0.01,0.01,0.01,0.01,0.01,0.0,0.01,0.07,0.01,0.0,0.11,0.0,0.22,0.01,0.0,0.07,0.01,0.23,0.33,0.04,0.15,0.01,0.04,0.07,0.01,0.0,0.09,0.23,0.0,0.05,0.0,0.03,0.3,0.03,0.0,0.09,0.0,0.0,0.01,0.0,0.03,0.0,0.01,0.06,0.09,0.09,0.21,0.0,0.01,0.17,0.0,0.0,0.12
Navigation - Filters,0.35,0.02,0.05,0.05,0.02,0.05,0.05,0.02,0.02,0.01,0.01,0.18,0.01,0.0,0.0,0.13,0.02,0.0,0.02,0.39,0.0,0.08,0.01,0.53,0.0,0.0,0.37,0.0,0.04,0.11,0.05,0.02,0.13,0.06,0.15,0.32,0.1,0.14,0.1,0.07,0.01,0.0,0.1,0.04,0.0,0.12,0.01,0.04,0.0,0.01,0.01,0.15,0.0,0.04,0.0,0.0,0.36,0.07,0.04,0.0,0.01,0.0,0.0,0.31,0.02,0.11,0.0,0.0,0.02,0.0,0.03,0.02,0.0,0.0,0.0,0.0,0.01,0.01,0.01,0.1,0.04,0.0,0.07,0.0,0.25,0.05,0.0,0.02,0.01,0.25,0.41,0.08,0.25,0.0,0.03,0.1,0.0,0.0,0.09,0.27,0.01,0.09,0.0,0.02,0.36,0.0,0.0,0.36,0.01,0.02,0.01,0.0,0.02,0.31,0.0,0.06,0.11,0.19,0.11,0.0,0.03,0.25,0.0,0.0,0.18
Navigation - Login,0.4,0.03,0.1,0.05,0.05,0.07,0.01,0.04,0.02,0.06,0.02,0.2,0.01,0.0,0.0,0.21,0.05,0.0,0.06,0.2,0.0,0.11,0.01,0.04,0.0,0.01,0.44,0.0,0.17,0.12,0.07,0.01,0.05,0.0,0.2,0.25,0.09,0.53,0.21,0.1,0.04,0.0,0.12,0.01,0.0,0.21,0.07,0.05,0.0,0.0,0.0,0.3,0.01,0.03,0.0,0.0,0.33,0.25,0.38,0.0,0.02,0.01,0.0,0.3,0.04,0.1,0.0,0.0,0.04,0.0,0.07,0.0,0.01,0.02,0.05,0.0,0.04,0.01,0.01,0.06,0.07,0.0,0.11,0.0,0.19,0.02,0.0,0.11,0.01,0.22,0.35,0.08,0.18,0.0,0.01,0.11,0.04,0.0,0.07,0.25,0.01,0.02,0.01,0.02,0.31,0.03,0.0,0.02,0.0,0.01,0.02,0.0,0.03,0.29,0.01,0.05,0.14,0.2,0.31,0.0,0.17,0.21,0.0,0.0,0.12
Navigation - People Directory,0.23,0.02,0.01,0.02,0.02,0.03,0.01,0.01,0.0,0.01,0.0,0.19,0.0,0.0,0.0,0.08,0.0,0.0,0.02,0.29,0.0,0.05,0.0,0.04,0.0,0.0,0.27,0.0,0.05,0.07,0.02,0.0,0.01,0.02,0.14,0.21,0.06,0.14,0.16,0.01,0.01,0.0,0.12,0.01,0.0,0.09,0.0,0.12,0.0,0.0,0.0,0.1,0.0,0.01,0.0,0.0,0.26,0.03,0.04,0.0,0.0,0.0,0.01,0.1,0.01,0.03,0.0,0.0,0.01,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.02,0.02,0.0,0.02,0.01,0.0,0.01,0.0,0.15,0.02,0.0,0.01,0.0,0.18,0.17,0.01,0.1,0.0,0.02,0.06,0.03,0.0,0.02,0.18,0.0,0.02,0.0,0.01,0.19,0.0,0.0,0.02,0.0,0.01,0.0,0.0,0.02,0.09,0.0,0.04,0.05,0.15,0.16,0.0,0.0,0.19,0.0,0.0,0.09
Navigation - Primary & Contextual,0.62,0.1,0.44,0.26,0.24,0.02,0.43,0.17,0.15,0.46,0.11,0.57,0.14,0.01,0.08,0.5,0.11,0.04,0.23,0.81,0.01,0.28,0.02,0.28,0.1,0.01,0.6,0.03,0.38,0.44,0.02,0.04,0.31,0.41,0.51,0.65,0.4,0.28,0.45,0.27,0.16,0.01,0.67,0.26,0.03,0.42,0.09,0.31,0.31,0.01,0.02,0.57,0.11,0.49,0.0,0.0,0.58,0.51,0.52,0.06,0.16,0.12,0.0,0.58,0.09,0.35,0.0,0.0,0.14,0.07,0.07,0.1,0.01,0.04,0.0,0.02,0.3,0.02,0.02,0.4,0.39,0.02,0.36,0.08,0.45,0.24,0.02,0.24,0.0,0.5,0.54,0.39,0.57,0.05,0.38,0.18,0.2,0.03,0.4,0.56,0.37,0.23,0.02,0.15,0.58,0.03,0.0,0.35,0.06,0.01,0.07,0.0,0.04,0.67,0.21,0.22,0.52,0.36,0.62,0.1,0.11,0.66,0.0,0.0,0.39
Navigation - Search,0.3,0.01,0.06,0.03,0.03,0.03,0.0,0.01,0.01,0.07,0.0,0.08,0.01,0.0,0.0,0.03,0.01,0.0,0.04,0.15,0.0,0.06,0.0,0.01,0.0,0.0,0.65,0.0,0.05,0.07,0.01,0.01,0.03,0.01,0.1,0.25,0.05,0.06,0.05,0.02,0.01,0.0,0.12,0.05,0.0,0.15,0.01,0.05,0.0,0.0,0.0,0.18,0.0,0.03,0.0,0.0,0.24,0.15,0.1,0.0,0.0,0.0,0.0,0.23,0.0,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.02,0.01,0.0,0.05,0.0,0.19,0.03,0.0,0.05,0.0,0.2,0.32,0.03,0.1,0.0,0.01,0.12,0.04,0.0,0.07,0.16,0.0,0.05,0.0,0.02,0.21,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.03,0.08,0.0,0.07,0.05,0.04,0.16,0.0,0.01,0.1,0.0,0.0,0.07
Navigation - Sidebar,0.59,0.05,0.06,0.19,0.02,0.14,0.02,0.03,0.03,0.02,0.04,0.25,0.01,0.0,0.0,0.43,0.03,0.0,0.05,0.19,0.0,0.13,0.0,0.12,0.0,0.0,0.84,0.0,0.27,0.13,0.16,0.01,0.08,0.01,0.27,0.28,0.09,0.14,0.43,0.07,0.06,0.0,0.06,0.01,0.0,0.35,0.01,0.09,0.01,0.01,0.01,0.43,0.01,0.07,0.0,0.0,0.47,0.19,0.2,0.0,0.01,0.01,0.0,0.32,0.03,0.05,0.0,0.0,0.04,0.02,0.07,0.02,0.0,0.01,0.06,0.0,0.04,0.01,0.01,0.08,0.2,0.0,0.03,0.0,0.29,0.03,0.0,0.06,0.01,0.35,0.4,0.14,0.29,0.0,0.01,0.35,0.01,0.0,0.25,0.27,0.01,0.02,0.0,0.03,0.52,0.02,0.0,0.13,0.02,0.03,0.01,0.0,0.02,0.34,0.01,0.04,0.16,0.45,0.5,0.01,0.01,0.38,0.0,0.0,0.13
