ID,Description,Type,Component_Names
462424,"""When looking at possible ways to refactor some of the logic in """"sbe_stage_builder_filter.cpp"""", I enabled SBE mode and tested out some cases that involved using dot notation in find() to query embedded documents inside an array field, and I noticed it was broken in some cases.    Given a document with a field """"a"""" that contains an array of with two embedded documents, when the dot notation """"a.b"""" is used in the find() command to match against the contents of field """"b"""", it appears impossible for the operator to ever match against the second embedded document in the array if the first embedded document does not contain field """"b"""". See the example in the """"Steps to Reproduce"""" section for a specific example.    From my initial investigation, it seems this is happening because of the specific """"fold"""" expression that is being passed into TraverseStage in """"sbe_stage_builder_filter.cpp"""" and how this expression behaves when it is translated to bytecode and executed in the VM.    The """"fold"""" expression being pased into TraverseStage is """"logicOr(_outField, _outFieldInner)"""". I looked at the bytecode that is generated for this expression and how it behaved. First, it is important to note that there is no implicit """"cast to bool"""" that is happening to the arguments being passed to logicOr(), but rather the values of the arguments are being directly fed to the logicOr(). The bytecode generated doesn't do quite what I would have expected. Here is a summary of what the bytecode essentially does:   1) If LHS is Nothing or Boolean True, then logicOr() returns LHS.   2) If LHS is not Nothing or Boolean True, then logicOr() returns RHS.    Now let's consider the example in """"Steps to Reproduce"""" and look at why db.c.find(\{""""a.b"""":""""foo""""}) doesn't match the first document in c even though it should. When TraverseStage applies the projection (getField(""""b"""")) to the first element of the array in field """"a"""", getField(""""b"""") returns Nothing (because the embedded document doesn't have a field named """"b""""). Because this is the first element of the array, Traverse doesn't evaluate the fold expression - instead it just stores Nothing directly in the """"_outField"""" slot. Next, TraverseStage applies the projection (getField()) to the second element of the array, and getField(""""b"""") returns """"foo"""". TraverseStage then evaluates the fold expression, which in this case is 'logicOr(Nothing,""""foo"""")'. Because of the behavior of logicOr() that I described above, 'logicOr(Nothing,""""foo"""")' returns Nothing. As a result, the first document in c doesn't pass the filter even though it should.    Given this, in order to fix this bug I think we need to do one or more of the following:   1) Change the fold expression we pass to TraverseStage in """"sbe_stage_builder_filter.cpp"""".   2) Change logicOr() to implicitly coerce both of its arguments to boolean first.   3) Change logicOr() to behave differently when one or both of its arguments is Nothing.""",Bug,Querying
462824,"""MongoDB Version: 3.4.24   MongoDB hosted on Linux server was abruptly shut down due to the over-utilization of memory.   Initiated the mongodb repair using: sudo mongod -f /etc/mongodrepair.conf --repair    *Repair Logs*  {noformat}      2020-07-04T17:17:07.441+0000 I INDEX [initandlisten] building index using bulk method; build may temporarily use up to 50 megabytes of RA$    2020-07-04T17:17:07.448+0000 I INDEX [initandlisten] build index on: ZionsBank.summary properties: { v: 1, key:    { totalVolume: -1 }    , name: """"totalV$   lume_-1"""", ns: """"ZionsBank.summary"""", background: true }   2020-07-04T17:17:07.448+0000 I INDEX [initandlisten] building index using bulk method; build may temporarily use up to 50 megabytes of RA$    2020-07-04T17:17:07.456+0000 I INDEX [initandlisten] build index on: ZionsBank.summary properties: { v: 1, key:    { ts: -1 }    , name: """"ts_-1"""", ns: """"Zi$   nsBank.summary"""", background: true }    2020-07-04T17:17:07.456+0000 I INDEX [initandlisten] building index using bulk method; build may temporarily use up to 50 megabytes of RA$    2020-07-04T17:17:08.673+0000 I - [initandlisten] Invariant failure rs.get() src/mongo/db/catalog/database.cpp 195    2020-07-04T17:17:08.673+0000 I - [initandlisten]    ***aborting after invariant() failure    2020-07-04T17:17:08.717+0000 F - [initandlisten] Got signal: 6 (Aborted).     {noformat}    *Restart Logs*  {noformat}    2020-07-04T17:39:14.476+0000 I CONTROL [main] ***** SERVER RESTARTED *****    2020-07-04T17:39:14.480+0000 I CONTROL [initandlisten] MongoDB starting : pid=20485 port=27017 dbpath=/home/db324 64-bit host=ip-*--**-*    2020-07-04T17:39:14.480+0000 I CONTROL [initandlisten] db version v3.4.24    2020-07-04T17:39:14.480+0000 I CONTROL [initandlisten] allocator: tcmalloc    2020-07-04T17:39:14.480+0000 I CONTROL [initandlisten] modules: none    2020-07-04T17:39:14.480+0000 I CONTROL [initandlisten] build environment:    2020-07-04T17:39:14.480+0000 I CONTROL [initandlisten] distarch: x86_64    2020-07-04T17:39:14.480+0000 I CONTROL [initandlisten] target_arch: x86_64    2020-07-04T17:39:14.480+0000 I CONTROL [initandlisten] options: { config: """"/etc/mongod.conf"""", net:    { bindIp: """"-.-.-.-"""", port: 27017 }    , replication: $    oplogSizeMB: 10240, replSetName: """"rs1"""" }, storage: { dbPath: """"/home/db324"""", directoryPerDB: true, engine: """"wiredTiger"""", journal:    { enabled$ true }    , wiredTiger: { engineConfig:    { cacheSizeGB: 108.0 }    } }, systemLog: { destination: """"file"""", logAppend: true, path: """"/var/log/mongodb/mongod.lo$   """" } }    2020-07-04T17:39:14.480+0000 W - [initandlisten] Detected unclean shutdown - /home/db324/mongod.lock is not empty.    2020-07-04T17:39:14.499+0000 W STORAGE [initandlisten] Recovering data from the last clean checkpoint.    2020-07-04T17:39:14.499+0000 I STORAGE [initandlisten]    2020-07-04T17:39:14.499+0000 I STORAGE [initandlisten] ** WARNING: The configured WiredTiger cache size is more than 80% of available RAM.    2020-07-04T17:39:14.499+0000 I STORAGE [initandlisten] wiredtiger_open config: create,cache_size=110592M,session_max=20000,eviction=(threads_min=4,t$   reads_max=4),config_base=false,statistics=(fast),log=(enabled=true,archive=true,path=journal,compressor=snappy),file_manager=(close_idle_time=100000)$   checkpoint=(wait=60,log_size=2GB),statistics_log=(wait=0),verbose=(recovery_progress),    2020-07-04T17:39:14.667+0000 I STORAGE [initandlisten] WiredTiger message [1593884354:667272][20485:0x7fdbcb287580], txn-recover: Main recovery loop$   starting at 73368/128    2020-07-04T17:39:14.667+0000 I STORAGE [initandlisten] WiredTiger message [1593884354:667951][20485:0x7fdbcb287580], txn-recover: Recovering log 733$   8 through 73369    2020-07-04T17:39:14.733+0000 I STORAGE [initandlisten] WiredTiger message [1593884354:733044][20485:0x7fdbcb287580], txn-recover: Recovering log 733$   9 through 73369    2020-07-04T17:39:15.164+0000 E STORAGE [initandlisten] WiredTiger error (-31802) [1593884355:164908][20485:0x7fdbcb287580], [file:ZionsBank/collectio$|file://zionsbank/collectio$]   -56-3854974571131417844.wt, WT_SESSION.open_cursor: /home/db324/ZionsBank/collection-56-3854974571131417844.wt: handle-read: pread: failed $   to read 4096 bytes at offset 28672: WT_ERROR: non-specific WiredTiger error    2020-07-04T17:39:15.164+0000 I - [initandlisten] Invariant failure: ret resulted in status UnknownError: -31802: WT_ERROR: non-specific WiredT$   ger error at src/mongo/db/storage/wiredtiger/wiredtiger_session_cache.cpp 113    2020-07-04T17:39:15.165+0000 I - [initandlisten]  ***aborting after invariant() failure  {noformat}     *{{}}*    Is there a way to repair/recover the last part of the DB? or   Is there a way to ignore the broken DB? or   Is it possible to cut out the whole 2.4TB data sans the last error db and create a new MongoDB instance with 2.4TB?    *{{}}*    I would greatly appreciate the help.   Thanks in Advance    *{{}}*""",Question,Indexing
463431,"""It looks like the causally_consistent_hedged_reads_jscore_passthrough suites was recently added. It looks like this suite has a runtime of over 1.5 hours. We should convert this suite to a dynamically generated suite so that we can split it into sub-suites that can run in parallel.    ----    As a Server engineer,  I want the causally_consistent_hedged_reads_jscore_passthrough to be split into subsuites,  So that it can be run in parallel and I can have lower makespans in patch builds.    ----    AC:  * causally_consistent_hedged_reads_jscore_passthrough is dynamically split into sub-suites.""",Improvement,Test
463530,"""This is a hypothetical that I'm documenting for investigation. The idea was inspired by [~<USER>'s discovery in SERVER-48518. Unlike SERVER-48518, this out of order timestamp condition is only problematic when WT is running with durable history.     Consider the following sequence where a primary accepts some writes, rolls them back, and then as a secondary replicates writes that use the same key-space.    * As primary  * Insert {_id: 1, doc: """"A""""} @ TS 20 RecordId(5)  * Delete {_id: 1, doc: """"A""""} @ TS 30  * Stepdown, perform Rollback via refetch to back to TS 10  * Rolls back delete -- refetch {_id: 1} from sync source. The document does not exist -- do nothing  * Rolls back insert -- the {_id: 1} document doesn't exist in the index -- do nothing  * Become secondary  * Replicate Insert {_id: 1, doc: """"B""""} @ TS 15 -RecordId(5)- RecordId(6)    In this state, there are two update chains with out of order timestamps:  -RecordStore: RecordId(5) V3(15) -> V2(30) -> V1(20)- See comments  Index: KeyString(1) V3(15) -> V2(30) -> V1(20)    Note the out of order updates in the RecordStore case are not alleviated by SERVER-48453 as this problem would still exist without lazy-initialization.""",Bug,"Storage,Replication"
463701,"""StringData::ComparatorInterface and most of its callers can be improved in several respects. I want to open this ticket to give the StringData::ComparatorInterface some attention. It's used in some very important places.    Move it out of the StringData class to be a first-class type. StringData::ComparatorInterface is not part of what StringData is. It's just one particular thing you can do with StringData. We already have a separate file for its definition, `mongo/base/string_data_comparator_interface.h`, so we can essentially rename `StringData::ComparatorInterface` to `StringDataComparator` in that file. We can remove """"Interface"""" from the name. I'm looking at the typedefs:      StringDataUnorderedSet      StringDataUnorderedMap    And they are hard to use correctly because their hasher and key_eq functors are stateful, so a factory function is needed, and the functors provided have lifetime caveats on an underlying StringData::ComparatorInterface everybody just uses the singleton kInstance, so the whole thing can just be a family of matched stateless functors for every use in the codebase. Many can now be migrated to use stdx::unordered_map and stdx::unordered_set and be more efficient.    The StringDataComparatorInterface is missing an {{equal}} virtual function. It has a compare and a hash_combine but no equal. This means that doing hash container lookups will have to use compare, which is potentially far more expensive than == on StringData, as equality can short-circuit in the case of unequal string lengths.    """,Improvement,Internal Code
463740,"""I'm not sure how $accumulator contributes to tracking group size but it appears to be way overcounting when passed documents (unless it's allocating a huge amount to JS in general?)  {noformat}db.scores.aggregate([{$match:{game:/^G[123]/}},{$count:""""c""""}])  { """"c"""" : 368061 }  db.scores.aggregate([{$match:{game:/^G[123]/}},{$group:{_id:0, size:{$sum:{$bsonSize:""""$$ROOT""""}}}}])  { """"_id"""" : 0, """"size"""" : 30215379 }  /* 28GBs */  db.scores.aggregate([{$match:{game:/^G[123]/}}, {$group:{_id:""""$game"""", top2: { $accumulator: { init: function() {  return <USER>   },  accumulateArgs: [ [1,2,3,4,5,""""$player"""",""""$score""""] ],                     accumulate: function(state, val) {    return state;     },                     merge: function(state1, state2) {                         return state1;  },      finalize: function(state) {   return state;   }   } }  } },{$count:""""c""""}])  { """"c"""" : 33 }  /* as soon as I pass a document as args */  db.scores.aggregate([{$match:{game:/^G[123]/}}, {$group:{_id:""""$game"""", top2: { $accumulator: { init: function() {  return <USER>   },  accumulateArgs: [ {score:""""$score""""} ],                     accumulate: function(state, val) {    return state;     },                     merge: function(state1, state2) {                         return state1;  },      finalize: function(state) {   return state;   }   } }  } },{$count:""""c""""}])  Error: command failed: {   """"ok"""" : 0,   """"errmsg"""" : """"Exceeded memory limit for $group, but didn't allow external sort. Pass allowDiskUse:true to opt in."""",   """"code"""" : 292,   """"codeName"""" : """"QueryExceededMemoryLimitNoDiskUseAllowed""""  } : aggregate failed :  _getErrorWithCode@src/mongo/shell/utils.js:25:13  doassert@src/mongo/shell/assert.js:18:14  _assertCommandWorked@src/mongo/shell/assert.js:618:17  assert.commandWorked@src/mongo/shell/assert.js:708:16  DB.prototype._runAggregate@src/mongo/shell/db.js:266:5  DBCollection.prototype.aggregate@src/mongo/shell/collection.js:1012:12  @(shell):1:1  /* with limit */  db.scores.aggregate([{$match:{game:/^G[123]/}},{$limit:335000}, {$group:{_id:""""$game"""", top2: { $accumulator: { init: function() {  return <USER>   },  accumulateArgs: [ {score:""""$score""""} ],                     accumulate: function(state, val) {    return state;     },                     merge: function(state1, state2) {                         return state1;  },      finalize: function(state) {   return state;   }   } }  } },{$count:""""c""""}])  { """"c"""" : 30 }  db.scores.aggregate([{$match:{game:/^G[123]/}},{$limit:340000}, {$group:{_id:""""$game"""", top2: { $accumulator: { init: function() {  return <USER>   },  accumulateArgs: [ {score:""""$score""""} ],                     accumulate: function(state, val) {    return state;     },                     merge: function(state1, state2) {                         return state1;  },      finalize: function(state) {   return state;   }   } }  } },{$count:""""c""""}])  Error: command failed: {   """"ok"""" : 0,   """"errmsg"""" : """"Exceeded memory limit for $group, but didn't allow external sort. Pass allowDiskUse:true to opt in."""", ...  {noformat}    Collection stats:  {noformat}  db.scores.aggregate({$collStats:{storageStats:{scale:1024*1024}}},{$project:{""""storageStats.wiredTiger"""":0,""""storageStats.indexDetails"""":0}}).pretty()  {   """"ns"""" : """"agg.scores"""",   """"host"""" : """"asyas-mbp-4.lan:27017"""",   """"localTime"""" : ISODate(""""2020-05-23T18:44:17.107Z""""),   """"storageStats"""" : {    """"size"""" : 95,    """"count"""" : 1130151,    """"avgObjSize"""" : 88,    """"storageSize"""" : 31,    """"freeStorageSize"""" : 0,    """"capped"""" : false,    """"nindexes"""" : 2,    """"indexBuilds"""" : [ ],    """"totalIndexSize"""" : 51,    """"totalSize"""" : 82,    """"indexSizes"""" : {     """"_id_"""" : 19,     """"game_1_score_-1"""" : 32    },    """"scaleFactor"""" : 1048576   }  }  {noformat}  """,Bug,Aggregation Framework
463995,"""The Selected Tests alias is using the regex """".\*\_fuzz.\*"""" to detect fuzzer tasks. However, most of the fuzzer tasks are named something like """"jstestfuzz_*"""", so none of those are being picked up by the fuzzer. We need to update that regex or come up with a better way of selected tasks.    ----    As a server engineer,  I want selected tests to pull in all fuzzer tasks,  So that I don't have to run them manually.    ----    AC:  * All js fuzzer tasks are run in a selected tests patch build.""",Bug,Test
464047,"""Update:    Per Max's astute observation in the comment below, the permission issue can be fixed simply by changing the 20 places that call {{remote_operations.py}} in evergreen.yml to use the {{Administrator}} user instead of {{$USER}}. We will likely refactor the code to set an evergreen expansion and merge remote_operations into resmoke as a new subcommand.    Powercycle has been failing on Windows due to an SSH permission issue. There is currently no easy way to investigate the problem due to an inability to access the ec2 instance running the powercycle test.    After chatting with [~<USER>, I'm postponing the work to investigate the permission issue.  """,Task,Test
464211,"""The {{src/mongo/util/concepts.h}} header defines a set of 4 macros:  {code:c++}  #define TEMPLATE(...)  #define REQUIRES(...)  #define REQUIRES_OUT_OF_LINE_DEF(...)  #define REQUIRES_FOR_NON_TEMPLATE(...)  {code}  Change these to  {code:c++}  #define MONGO_CONCEPTS_TEMPLATE(...)  #define MONGO_CONCEPTS_REQUIRES(...)  #define MONGO_CONCEPTS_REQUIRES_OUT_OF_LINE_DEF(...)  #define MONGO_CONCEPTS_REQUIRES_FOR_NON_TEMPLATE(...)  {code}  An examination of the sites that use these names shows they can afford the extra space.    {{TEMPLATE}} and {{REQUIRES}} are single common words that are overloaded to mean various unrelated things. Google uses {{REQUIRES}} annotations to enforce lock ordering, and even has its own {{#define REQUIRES}} in the vendored benchmark library, which I'm in the process of upgrading. It would be clearer and safer if Mongo's Concepts macros were renamed with a {{MONGO_CONCEPTS_*}} prefix.    I thought of this when I saw that the Catch framework uses a {{REQUIRE}} macro, which is almost but not quite a collision with our {{REQUIRES}} macro. It's a close call. In Catch (which has been tossed around as a possibility for us SERVER-37517), you can {{#define CATCH_CONFIG_PREFIX_ALL}} to avoid such conflicts, so their {{REQUIRE}} becomes {{CATCH_REQUIRE}} instead.""",Improvement,Internal Code
464502,"""If a node receives a heartbeat reconfig and can't find itself in the config due to a network issue, it sets TopologyCoordinator::_selfIndex to -1. It logs like:  {noformat}  Cannot find self in new replica set configuration; I must be removed{""""error"""":{""""code"""":74,""""codeName"""":""""NodeNotFound"""",""""errmsg"""":""""No host described in new configuration with {version: 3, term: 1} for replica set server7781-configRS maps to this node""""}}  {noformat}    If TopologyCoordinator::processReplSetRequestVotes then receives a request with the correct config term and version, it passes the check added in SERVER-46387, and goes on to check whether _selfConfig().isArbiter(). The node crashes with an invariant in _selfConfig() because _selfIndex is -1.    The root cause is a network problem that prevents the node from finding itself in the config. We've observed mysterious DNS issues in EC2 that sometimes prevent mongod from resolving its own address in repl::isSelf(), perhaps the build failure I'm debugging is an example of that. Regardless, we must prevent any scenario that uses -1 as a member index.""",Bug,Replication
464851,"""When installing MongoDB 4.2.5 on Windows 10 using the MSI package:  - If specifying a custom install directory, and  - Installing as a Windows service,    The follow error often appears:    {code:java}  Service 'MongoDB Server' (MongoDB ) failed to start. Verify that you have sufficient privileges to start system services""""  {code}    Status above progress bar just before error was """"Starting services""""    Tested with an administrator account.    The following custom directory locations all failed when I used the """"create a new folder"""" button in the installer:    - {{C:\TESTMDB\}}  - {{C:\TEST\TESTMDB\}}  - {{C:\Users\myuser\Desktop\TESTMDB\}}    (none of these folders were present on filesystem after exiting the installer post-error, whether using either """"cancel"""" or """"ignore"""").    The following custom install directory locations all failed without using the """"create a new folder"""" button in the installer (i.e. using an existing directory):    - {{C:\Users\myuser\Desktop\}}  - {{C:\TESTMDB2\}} ( I created this directory outside of the installer beforehand)    This occurs with both Community and Enterprise editions.    I only have a few Windows 10 boxes to test on at present unfortunately, but this occurs on all of them.    Probably due to Windows' UAC and permissioning restrictions, so there may not be a ton we can do about this, but I imagine it bears looking into. I'd like to create a DOCS ticket to update our Windows MSI install instructions with any findings or recommendations. The initial report of this issue came from a DOCs reader through our feedback channel.""",Bug,Packaging
465336,"""We introduced OperationKeys as part of SERVER-44167, which allows a user to provide a GUID in any command which it can later be killed by via the killOperations command.    We'd like to extend that functionality to also kill cursors created by that OperationKey, and would like to see if we can tag those UUIDs onto cursors and provide an accessor which gives a list of cursor ids for a given list operation keys (because we bulk kill operations).    Ideally I'd want something like:    {code:cpp}  std::vector<CursorId> getCursorIdsForOperationKeys(std::vector<OperationKey>)  {code}    as a method on the cursor manager.  That way I could write an external service to lookup those ids and kill them through the public api.    Optionally, I'd also be happy to consider a killCursor method which took a vector of OperationKeys""",New Feature,Querying
465370,"""We recently hit an issue where the amount of evergreen project config generated by generate.tasks exceeded the maximum document size and started causing issues. It looks like this was caused by the number of tasks being generated as each task adds to the project config. It also looks like this would only happen if all the build variants in the version were run.     We could reduce the chance of this happening by capping the number of sub-tasks we will generate for a task in non-required build variants.    ----    As a server engineer,  I want to limit the number of tasks dynamically generated in non-required builders,  So that versions do not hit the maximum document size.    ----    AC:  * non-required builders set a cap on number of tasks to generate.""",Improvement,Test
465384,"""I think this should all work if we complete SERVER-46717 and SERVER-46716, but I'm keeping it as a separate task just in case it doesn't. """,New Feature,"Aggregation Framework,Write Ops"
465459,"""We are frequently seeing eslint take over 30 minutes in the commit queue. Looking at recent occurrences of this, it appears to happen for enterprise only changes. My guess is that since there are no changes to the mongo repository, it is linting the entire repository.    ----    As a server engineer,  I want enterprise only changes to the commit queue to not take over 30 minutes to lint,  So that I don't have a long-running task blocking the commit queue.    ----    AC:  * Enterprise-only commit queue entries do not take over 30 minutes to process.""",Improvement,Test
465471,"""Currently the shell will not write some user entered commands to history. This makes using those commands in the shell painful, as any mistake in them requires the user to type the entire command out again (or use a separate editor to store & edit them).    Expected behavior:    As a user of MongoDB shell, I want all commands that I enter to be stored in history, so that I can quickly revise these commands if I made a mistake in them or they failed for any reason.    Actual behavior:    createUser commands are not recorded.""",Improvement,Shell
465499,"""When the commit quorum is turned on for the index build, the primary will always wait for secondaries """"ready to commit"""" votes before committing the index build. Since the index build was built on local collection, we don't replicate the startIndexBuild oplog entry to secondaries. As a result, secondaries won't be able to build the index build and participate in voting process. This can lead to index build on primary to get hang forever.    I would expect this ticket to make sure that index build on local db collections/non-replicated databases *should not use commit quorum*. And, should throw an error to user if the user tries to run createIndexes cmd on non-replicated databases with commit quorum options set.  """,Bug,Storage
465658,"""Add end to end tests for buildscripts/burn_in_tags.py.    As a server engineer,  I want end to end tests for burn_in_tags  so that I can makes changes to the scripts without worrying about breaking things.    AC    At least 1 test executes the main body of burn_in_tags.""",Improvement,Test
465660,"""It would be nice to have a way to understand the overhead associated with splitting up tasks into subtasks. This would allow us to watch any runtime issues that might be hidden by splitting up a task (e.g. large test runtime increases being masking by more aggressive splits of the tests). It would also help us understand if and where there are opportunities for improvements in task splitting.    One way to accomplish this would be to have a build variant that mimics a standard build variant, but without splitting the tasks. We wouldn't need to run the task frequently, once a week would likely be enough.     ----    As a <USER>Prod engineer,  I want a build variant without task split to run,  So that I can measure the overhead task splitting causes.    ----    AC:  * A way of measuring the overhead of task splitting exists.""",Improvement,Test
465755,"""In testing, DEB installs of latest MDB v4.2.3 run into the following error if MDB had been previously installed and then uninstalled on the machine:  {code:java}Failed to start mongod.service: Unit mongod.service not found.{code}       The fix is to manually run:   {code:java}sudo systemctl daemon-reload  {code}       We've gotten some light feedback on the docs concerning this, so I went and tested this:  h3. Findings:   * I was able to verify this on Ubuntu 18 and Debian 10, and have attached steps to reproduce (for Ubuntu 18).   * I believe the DEB install script just needs to add the {{systemctl daemon-reload}} command post-install. It would appear that our RPMs _do_ perform this step post-install. I've attached a comparison. Sure enough, in testing RPMs on CentOS 8 and 7, this problem does not occur (i.e. install, uninstall, reinstall does not require explicitly running daemon-reload on RPM distros)   * Interestingly, the DEB *uninstall* script ({{postrm}}) does run the {{systemctl daemon-reload}} command. Ironically, it might be its very inclusion in the uninstall step that causes this issue in the first place, since it forces systemd to realize that the {{mongod.service}} file has been removed.   * This probably affects any DEB-using distro that uses systemd until files, even those on which users might be running SysV Init commands (i.e. {{service}}) instead of {{systemctl}}, as those distros redirect those commands to systemd in the background. A tweak to the DEB install steps to include daemon-reload would fix these distros too, but should be done in a way that it fails silently on non-systemd machines. The RPM seems to handle this well, and might be a good source for comparison.    Hope this helps!""",Bug,Packaging
466135,"""User story:  As a server engineer,  I want to know that any changes made to code related to buildscripts/selected_tests_py will be tested via and end to end test of buildscripts/selected_tests_py, so that I can be sure that the script and its dependencies are functioning correctly.    AC:  * At least 1 end to end tests for buildscripts/selected_tests_py exists and is run as part of """"buildscripts_test"""".""",Improvement,Test
466321,"""As a EVG engineer,  I want the server evergreen.yml to remove uses of 'requires'  So that I no longer have to support 'requires' functionality.    ----    AC:  * All uses of requires in the server evergreen.yml have been removed.     ----    While discussing a request around creating dependencies dynamically, it became apparent that requires is poorly understood and rarely used. From grepping all static configs, it looks like only the server uses it.    From discussing this with [~<USER>, it sounds like as a result of moving towards more task generation and uses, the current uses of requires are no longer important. The original implementation was motivated (EVG-720 by a cleanup requirement that no longer exists and is better solved in other ways in modern Evergreen. We should therefore remove it from the server config so that Evergreen can remove it from its code base.""",Task,Test
466407,"""Currently, burn_in_tests picks up changed files in the mongodb/mongo repo. It should do the same for the 10gen/mongo-enterprise-modules repo.    User story:  As a MongoDB engineer, I should be able to run burn_in_tests patch builds that run the jstests I've changed in the 10gen/mongo-enterprise-modules repo, ensuring that my jstests changes do not cause them to fail.    AC:  * Burn_in_tests picks up changes to jstests in 10gen/mongo-enterprise-modules repo""",Improvement,Test
466616,"""It looks like there will be some C++ changes necessary to get this to work, along with some testing to confirm. I've attached a POC patch which is based of the one attached to SERVER-45452. It works, but has a strange use of {{expCtx->isParsingViewDefinition`}} which we should look into ways of avoiding.""",New Feature,Aggregation Framework
467185,"""For a particular BF I'm investigating, which has failed on all branches 3.6, 4.0, 4.2, and master, the hang analyzer finds interesting processes for python.exe, mongobridge.exe, and mongod.exe, but not mongo.exe.   For this particular BF, we believe that the hanging process *is* actually the shell, so for this case it would have been very helpful to have the shell process stack traces.  See linked BF for examples.  Note that the first BF does actually have a mongo.exe in the Hang Analysis output, but we believe that it's incorrectly linked as a dup; the other BFG's are the ones to look at here.""",Bug,Test
467704,"""As part of the migration to commit queue, pre-commit git hooks are no longer run. One of the hooks that was run validated that the commit message conformed to certain rules. With EVG-6445, we should be able to create a task that runs as part of the commit queue to validate the commit message.  ----  As a server engineer,  I want a commit queue check to validate the commit message  So that I don't know accidentally commit with a bad message.  ----  AC:  * A commit queue task is run that fails if the commit has an invalid message.""",Improvement,Test
467730,"""As a performance engineer  I want signal processing commands to have proper evergreen auth,  so that they can access data from the evergreen api.  ----  AC:  * detect_outliers can access evergreen API data.  * detect_changes can access evergreen API data.""",Improvement,Performance
467896,"""As a DAG engineer,  I would like signal processing to be run outside of DSI.    AC:  * performance and sys-perf projects in mongo repo use signal processing directly for detect-changes and detect-outliers""",Improvement,Test
468026,"""In the dsi supported, _run-dsi_ sets up a python virtualenv for python scripts to run in. As part of that, we do a `pip install` for the requirements. We should pip this output to a file and upload it, to  provide traceability about which python packages have been installed if anything needs to be investigated.  ----  As a Server engineer,  I want pip to list / persist the requirements,  So that it is easier to find what I'm looking for in the logs.  ----  AC:  * The packages and version installed by pip are still available if needed.""",New Feature,Test
468255,"""  An upgrade to PseudoRandom was reverted due to a test relying on the specific bits output by PseudoRandom(0). This is not a good situation (SERVER-43641).    Tests must not hardcode this sort of thing. If we do, we can never make improvements to the generators without updating all such tests.      Regarding db/repl/replication_coordinator_impl_elect_v1_test.cpp:  3 tests from the TakeoverTest/ suite are affected:      CatchupTakeoverCallbackCanceledIfElectionTimeoutRuns    DontCallForPriorityTakeoverWhenLaggedDifferentSecond    DontCallForPriorityTakeoverWhenLaggedSameSecond    These only seem to work reliably when fed a (now legacy) PseudoRandom  initialized with a seed of 0. Otherwise the election timeouts are randomized in such a way that the test doesn't reach the desired state, and it fails.  This is extremely fragile and should be fixed asap.    The ReplCoordinatorImpl takes a seed in its constructor. From this seed it makes a PseudoRandom which it uses to generate electionTimeout intervals. This is very hit-or-miss, and a test would have to hope to find a seed that puts the RS into a desired state, and such a seed, if found, would need to be updated with every little tweak of the random number generator or the interval upperBound, etc. Tests really need to directly control the election timeout durations in order to get the RS into their desired state. So really the ctor should take a Duration generator rather than a seed.    For the moment I'm going to bring the entire PseudoRandom """"XorShift"""" implementation into the test as a generator.    PS: Another way to go here would be to use a FailPoint to inject an electionTimeout result, overriding the randomly generated result.    See also SERVER-43767 (related issue in another test)    """,Bug,Internal Code
468424,"""There was an bug introduced to resmoke that caused burn_in_tests to start failing. We should add some end to end tests for burn_in_tests so that we can <USER>these type of errors in buildscripts_test.  ----  As a server engineer,  I want to <USER>errors in burn_in_tests before I commit,  So that I can trust burn_in_tests is running correctly.  ----  AC:  * At least 1 end to end tests for burn_in_tests exists and is run as part of """"buildscripts_test"""".""",Improvement,Test
468571,"""Since $convert doesn't work with BinData types, and there are no helper functions for binary data, nor for UUID in particular, it's very difficult to do something like converting UUID that's stored as a string to a proper BinData format.    Example: I have string """"867dee52-c331-484e-92d1-c56479b8e67e""""  and I want to have UUID(""""867dee52-c331-484e-92d1-c56479b8e67e"""") which is BinData(4, """"hn3uUsMxSE6S0cVkebjmfg=="""") and there doesn't seem to be a way to do that server-side.""",Improvement,Aggregation Framework
468576,"""In most evergreen tasks, we setup a python virtualenv for python scripts to run in. As part of that, we do a `pip install` for the requirements. This writes a lot of information to the logs that is rarely needed. We could pip this output to a file and upload it, that would clean up the logs, but still provide traceability if what python packages have been installed needs to be investigated.  ----  As a Server engineer,  I want pip install of requirements not to write to the evergreen logs,  So that it is easier to find what I'm looking for in the logs.  ----  AC:  * pip install does not write all the installed packages to the log.  * The packages and version installed by pip are still available if needed.""",Improvement,Test
